Rating,Title,Text,ASIN,User ID
"5.0,",Great tablet!," ""This replaced an old Ipad that I had and it is so much better.  Really fast and has a crisp/clear display"", ""images"""," ""B01MSPQ4TL"""," ""AHCPZDDPHJE3G7M6ST5WGRPLXHOA"""
"5.0,",High quality and sturdy.," ""Exactly as advertised.  Worth the money."", ""images"""," ""B001L5SN5M"""," ""AHCPZDDPHJE3G7M6ST5WGRPLXHOA"""
"5.0,",Great Product," ""This is the second one of these I have purchased over the years.  I workout a lot and my Ipod goes with me every time.  This case stands up well to a lot of use."", ""images"""," ""B000WOIFO2"""," ""AHCPZDDPHJE3G7M6ST5WGRPLXHOA"""
"5.0,",Awesome Sound Quality," ""The ear buds take a little getting used to  -  but the music quality is OUT OF THIS WORLD!!  Awesome!"", ""images"""," ""B00365EB3I"""," ""AHCPZDDPHJE3G7M6ST5WGRPLXHOA"""
"4.0,",My money well spent ," ""I like nice n thickness, and compact  iam going to buy me another one."", ""images"""," ""B07XZ1YDKP"""," ""AFUZ5E7QAHSVTLIY253GFAYZPN2Q"""
"1.0,",Scary," ""One of the chargers gets scary hot. I can\u2019t even use it. The chargers are inconsistent and do not always work. When they work it\u2019s a very slow charge."", ""images"""," ""B09CD8GVY5"""," ""AHXBL3QDWZGJYH7A5CMPFNUPMF7Q"""
"1.0,",Customer service is not okay," ""Set up is very easy. The video is pretty good. I paid for a year of CAM Plus and I am still only getting 12 second videos. The 12 second videos tend to be the person walking away. Not helpful. I did a chat with Wyze support. Their suggestion did not help. I called and talked with support. Their suggestions did not help. He told me he would send a request to \u201ctier 2\u201d and they will contact me by email. They never did. It\u2019s been a full week. Customer service is a huge deal. I don\u2019t want this camera if I can\u2019t get more than 12 seconds of video."", ""images"""," ""B08FFJWQY1"""," ""AHXBL3QDWZGJYH7A5CMPFNUPMF7Q"""
"5.0,",Wonderful," ""Takes beautiful pictures and easy to use. Came with tons of fantastic products."", ""images"""," ""B01D0PVYH4"""," ""AHXBL3QDWZGJYH7A5CMPFNUPMF7Q"""
"5.0,",Great headphones," ""Got these a few years ago, loved them then and now. Great sound, battery is great, all around 5 star product!"", ""images"""," ""B017SJKHIK"""," ""AGMXMZWCPYOPWYT3AGRU25Y7QLOQ"""
"5.0,",Good charger," ""Hopefully theses last longer that the last two sets from different companies so far so good"", ""images"""," ""B09TQXKWST"""," ""AGPR2UDFIJJCBA3EKFEEAJBWKROQ"""
"5.0,",Bad customer service," ""Stopped working in less than o month. Amazon was not helpful in getting replacement wanted me to send it back for repair even though it was listed for return for another month. Bad bad customer service"", ""images"""," ""B07YNLBS7R"""," ""AGPR2UDFIJJCBA3EKFEEAJBWKROQ"""
"5.0,",Makes reading easy," ""When I use the kindle app it\u2019s perfect for holding my ipad"", ""images"""," ""B08F9NJMW7"""," ""AGPR2UDFIJJCBA3EKFEEAJBWKROQ"""
"5.0,",Works great," ""Product was as it was described. Didn\u2019t come with earbuds like a brand new iPad though"", ""images"""," ""B01L2VGEQE"""," ""AGPR2UDFIJJCBA3EKFEEAJBWKROQ"""
"5.0,",Five Stars," ""Easy to use good sound quality nice and small perfect For the deck"", ""images"""," ""B010OYASRG"""," ""AGPR2UDFIJJCBA3EKFEEAJBWKROQ"""
"1.0,",One Star," ""Crap"", ""images"""," ""B00MNB1OD6"""," ""AGPR2UDFIJJCBA3EKFEEAJBWKROQ"""
"5.0,",good quality," ""i made no attempt to iron it on or sew it to fabric. looks great though"", ""images"""," ""B00TIRFCXQ"""," ""AG6BAEKWLCWH2TW3KKLVK773YF6A"""
"4.0,",Works great for 1080p PC gaming. 4K remains a mystery to me," ""do discernable lag in spite of 30' length<br /><br />good audio and video quality, however 2160p and htz over 60 are both capabilities impossible for me to test<br /><br />widthstood being nailed to baseboards, over 2 ethernet cables, with 3/4\"" plastic staples"", ""images"""," ""B077TZM7D5"""," ""AG6BAEKWLCWH2TW3KKLVK773YF6A"""
"5.0,",Screen protectors," ""As long as you follow the directions EXACTLY, it\u2019s easy to apply"", ""images"""," ""B09DCR15L7"""," ""AHOEIYJJHZ7ITX75BOFQYNXVVJQQ"""
"5.0,",CIYUPE Tablet Pillow Stand," ""CIYUPE Tablet Pillow Stand, Tablet Holder Dock for Bed with 6 Viewing Angles, Compatible with iPad Pro 9.7, 10.5,12.9 Air Mini 4 3, Kindle, Galaxy Tab, E-Reader and Books (Grey). It is great at holding tablets and phones at whatever angle of its 6 possible positions is most appropriate. Comfortable to use, takes pressure off hands/wrists when using"", ""images"""," ""B09V28Y3HH"""," ""AHOEIYJJHZ7ITX75BOFQYNXVVJQQ"""
"5.0,",Apple charging wires," ""The multiple lengths come in handy for different uses. The 3 foot wire is perfect for in the car while the 6 &.10 foot wires are perfect for the desk, couch, or bed."", ""images"""," ""B093D8MB4X"""," ""AHOEIYJJHZ7ITX75BOFQYNXVVJQQ"""
"4.0,",Pink fire wires," ""1of the 3 died immediately after purchase. It lasted maybe a week. The others are fine & I haven\u2019t had a problem with them. But I bought 3 because I needed 3, not 2."", ""images"""," ""B094X6WWVN"""," ""AHOEIYJJHZ7ITX75BOFQYNXVVJQQ"""
"5.0,",Perfect for our cruise & beyond.," ""I would definitely recommend this for a cruise or a bedside table. We are continuing to use it at our charging station."", ""images"""," ""B07TW5FVVP"""," ""AGFNKUPLGHJ7X5IRLMJBDIMCLMKA"""
"5.0,",A great product," ""Fits great. Highly recommended this durable product"", ""images"""," ""B00JQZJ4OS"""," ""AGFNKUPLGHJ7X5IRLMJBDIMCLMKA"""
"5.0,",Great cover.," ""It works like it should. Love the color."", ""images"""," ""B08B3CFNKK"""," ""AHLC5H2CEWSAOXOA53VIIROLPZKA"""
"5.0,",Charging cord for ipod.," ""Needed a new cord. And it works."", ""images"""," ""B099X2QZ5P"""," ""AHLC5H2CEWSAOXOA53VIIROLPZKA"""
"5.0,",Right size for kids Kindle," ""After I received the butterfly bag I was not sure if my great niece's Kindle with the big rubber protector would fit. But it fits perfectly in this bag."", ""images"""," ""B00S7IBV82"""," ""AHLC5H2CEWSAOXOA53VIIROLPZKA"""
"4.0,",Canon PowerShot ELPH," ""It will work just fine. But not for the camera I got it for, it's too big."", ""images"""," ""B00IYM0Y2A"""," ""AHLC5H2CEWSAOXOA53VIIROLPZKA"""
"5.0,",Gave it as a gift to my great niece to put her new Kindle Fire for kids ...," ""Gave it as a gift to my great niece to put her new Kindle Fire for kids in it. She already had Kindle in a rubber cover but it fits all of it and her charger. She loves it."", ""images"""," ""B00RK1JTR2"""," ""AHLC5H2CEWSAOXOA53VIIROLPZKA"""
"5.0,",awesome colors," ""can change for any holiday or time of year. holding up and fit nice. sime issues with them coming undone but not with all of them."", ""images"""," ""B08RJ9J74X"""," ""AEQAYV7RXZEBXMQIQPL6KCT2CFWQ"""
"5.0,",Good quality," ""Perfect"", ""images"""," ""B01KXHYDXO"""," ""AEQAYV7RXZEBXMQIQPL6KCT2CFWQ"""
"2.0,",Returned," ""Did not fit, returned"", ""images"""," ""B071KJ97ZL"""," ""AEQAYV7RXZEBXMQIQPL6KCT2CFWQ"""
"1.0,",Returned," ""Unfourtunatly this did not fit, returned"", ""images"""," ""B00WM563IO"""," ""AEQAYV7RXZEBXMQIQPL6KCT2CFWQ"""
"5.0,",Good buy," ""Works as expected, holding up good, no issues, good buy"", ""images"""," ""B0772SXNSC"""," ""AEQAYV7RXZEBXMQIQPL6KCT2CFWQ"""
"3.0,",Great tv it\u2019s just too wide to fit on the chest I was going to set it on," ""I  returned it because it was too wide for the chest I was going to set it on\u2026."", ""images"""," ""B08BTZLBVT"""," ""AFNT6ZJCYQN3WDIKUSWHJDXNND2Q"""
"5.0,",Smaller and lighter than expected.  Nice," ""Exactly as described"", ""images"""," ""B073J9QWKY"""," ""AHUVQ4UNB2JGV6MY4ZT75SZLPUBQ"""
"5.0,",Exactly as described," ""As described."", ""images"""," ""B073M1NGHJ"""," ""AHUVQ4UNB2JGV6MY4ZT75SZLPUBQ"""
"5.0,",Worked great for Chromecast with Google TV.," ""I bought this for adding wired Ethernet to the Google Chromecast with Google TV and it works perfectly. No more lagging connection."", ""images"""," ""B085XZGVN5"""," ""AEVPPTMG43C6GWSR7I2UGRQN7WFQ"""
"4.0,",Amplifier doesn't seem to do much," ""Using this over rabbit ears on my LG OLED and it does pick up some channels but almost all of them have weak reception. Even with the amplifier on high it doesn't do a great job. Could be the location, I'm gonna try to put it in the attic and see if it helps.<br />Does work for picking up NXTGEN boradcasts so that's pretty cool. Only get 2 if the 12 channels available though."", ""images"""," ""B09GV31691"""," ""AEVPPTMG43C6GWSR7I2UGRQN7WFQ"""
"4.0,",Protects from basic drops but it will not save it if the remote is thrown.," ""If your kids throw things this will not save the remote.<br />We have dropped it a few times and its fine. But when it was thrown at the stairs it still cracked.<br />Basic protection, but not enough to save from angry children!"", ""images"""," ""B09F98W8LF"""," ""AEVPPTMG43C6GWSR7I2UGRQN7WFQ"""
"5.0,",High quality and works very well.," ""This is much higher quality than expected. Doesn't sag like other long extension mounts I've used.<br />It's a bit difficult to extend and retract, but I think that's a good thing so it's not flopping all over.<br />Highly Recommended!"", ""images"""," ""B093YD69JB"""," ""AEVPPTMG43C6GWSR7I2UGRQN7WFQ"""
"5.0,","Perfect for PS5,  even includes slim heatsink."," ""Best price drive and it's FAST.<br />Moved 450GB of games from internal storage to this M.2 in 6 minutes 47 seconds.<br />PS5 rated read speed at 6257MB/s when it started. A bit slower than rated, but still should be sufficient for PS5 usage. I've had 0 issues so far.<br />The PRICE IS UNBEATABLE.<br />Let's hope the longevity doesn't match the price. But so far so good."", ""images"""," ""B093DP3X4H"""," ""AEVPPTMG43C6GWSR7I2UGRQN7WFQ"""
"3.0,",Too large for any speaker I have in my arsenal," ""I have 2 JBL and an LG portable Bluetooth speaker and this was too large for any of them. One of the JBLs was barely long enough to be held by the straps but I didn't feel confident in how secure it was. The other 2 were just 2 short. I didn't think they were small speakers but apparently they are too small for this Mount"", ""images"""," ""B07ZWCTNJH"""," ""AEVPPTMG43C6GWSR7I2UGRQN7WFQ"""
"5.0,",Solid sub with astounding bass!," ""This replaced a 12\"" JBL venue sub from about 15 years ago. I have always liked Klipsch but this is the first home audio product I have owned of theirs and I am super happy.<br />I use this in conjunction with my LG SK9Y sound bar. I removed the speaker cables and fed them into a Low level line converter and that runs to the LFE input on the subwoofer.<br />It works wonderfully and really fills in as much as or better than the Venue did before. MILES BEYOND the stock 8 inch on for the sound bar.<br />I would recommend this sub for any home audio system. It's not small though so make sure you have room."", ""images"""," ""B00MJ1YR8Y"""," ""AEVPPTMG43C6GWSR7I2UGRQN7WFQ"""
"5.0,",Worked as described," ""Put these in for my 2021 Sienna sliding door speakers because the aftermarket 3.5\"" speakers had too much bass and were rattling the panel. This is the perfect frequency, blocker. Still allowed the mids without the bass rattle."", ""images"""," ""B007JYZ3BG"""," ""AEVPPTMG43C6GWSR7I2UGRQN7WFQ"""
"1.0,",Splits basic image fine. Can't handle high data," ""Picture shows ok on static image. However when using for XBOX picture cuts out during flashing action segments. Even on 720p. Picture will go completely black until action subsides then it will show static picture again.<br />Very poor quality."", ""images"""," ""B08L1N8TG9"""," ""AEVPPTMG43C6GWSR7I2UGRQN7WFQ"""
"5.0,",Awesome having 6 plugs on one outlet.," ""I have upwards of 30 Kasa switches, bulbs and other accessories in my house. They all work AMAZING. I love the app and all the options they keep adding. The smart features and customizability just works flawless.<br />They almost never lose connection and quickly respond to google assistant commands.<br />This is really nice because I can make routines through google home to turn everything off but still have specific items on or off at my desk. I have my work and personal pc, fans, lighting, headset, etc all on different switches. I actually have 2 additional single switches in the same area and they all work great together.<br />Super easy to wall mount and stays put very well.<br /><br />My only gripe is that the main power LEDs on the switch are a bit bright and they don't turn off at all. There is the main switch and 2 others. I hope they allow to turn them of or adjust the brightness in the future. But it's not a huge deal as it is under my desk. I just push my chair in front of it at night and it's not a bother."", ""images"""," ""B07G95FFN3"""," ""AEVPPTMG43C6GWSR7I2UGRQN7WFQ"""
"5.0,",Great addition," ""Love it, just want I didn't know I needed."", ""images"""," ""B07SS8LBYB"""," ""AEVPPTMG43C6GWSR7I2UGRQN7WFQ"""
